station_code,station_name,station_name_korean,network_category_code,network_category,country,province,city,latitude,longitude,elevation_m,address,river_basin,source_agency,monitoring_agency,operation_status,operation_start_year,river_system,large_watershed,middle_watershed,measurement_cycle
2016A30,Hwanggang5,황강6,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.572306,128.341917,,경상남도 합천군 청덕면 가현리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2007,낙동강,낙동강,황강,주1회
2016D10,Janggyejeosuji,장계저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.613794,128.130117,,경상남도 합천군 합천읍 장계리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,황강,분기1회
2016D20,Yulgokjeosuji,율곡저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.641269,128.180131,,경상남도 합천군 율곡면 노양리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,황강,분기1회
2016D30,Sangsinjeosuji,상신저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.643297,128.249264,,경상남도 합천군 쌍책면 상신리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,낙동강,낙동강,황강,분기1회
2016D40,Myeonggokjeosuji,명곡저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.523472,128.276097,,경상남도 합천군 적중면 누하리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,황강,분기1회
2017A10,Hapcheon,합천,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.528078,128.359842,,경상남도 창녕군 이방면 현창리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,1989,낙동강,낙동강,낙동창녕,주1회
2017A20,Sinbancheon,신반천,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.514722,128.369333,,경상남도 의령군 낙서면 아근리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2000,낙동강,낙동강,낙동창녕,주1회
2017A30,Topyeongcheon1,토평천1,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.560167,128.481028,,경상남도 창녕군 대지면 왕산리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,2000,낙동강,낙동강,낙동창녕,월1회
2017A40,Topyeongcheon2,토평천2,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.519639,128.37675,,경상남도 창녕군 유어면 가항리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2000,낙동강,낙동강,낙동창녕,주1회
2017A50,Changnyeongcheon,창녕천,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.498889,128.440278,,경상남도 창녕군 유어면 풍조리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,2000,낙동강,낙동강,낙동창녕,월1회
2017A60,Yongsan,용산,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.439833,128.377167,,경상남도 창녕군 남지읍 대곡리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2007,낙동강,낙동강,낙동창녕,주1회
2017D10,Byeokgyejeosuji,궁유저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.432431,128.219431,,경상남도 의령군 궁류면 벽계리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,낙동강,낙동강,낙동창녕,분기1회
2017D20,Osanjeosuji,오산저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.501536,128.237472,,경상남도 합천군 대양면 오산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,낙동창녕,분기1회
2017D30,Gamdongjeosuji,감동저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.567308,128.558094,,경상남도 창녕군 고암면 감리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,낙동강,낙동강,낙동창녕,분기1회
2017D40,Songgojeosuji,송고저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.538592,128.480414,,경상남도 창녕군 창녕읍 직교리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1990,낙동강,낙동강,낙동창녕,분기1회
2017D50,Cheollakjeosuji,천락저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Changnyeong,35.495883,128.298397,,경상남도 의령군 부림면 권혜리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,낙동창녕,분기1회
2018A05,Namgangcheon,남강천,A,River or stream,South Korea,Jeollabuk-do,Changsu,35.629139,127.813583,,경상남도 함양군 안의면 금천리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강댐,월1회
2018A10,Hamyangwicheon1,함양위천1,A,River or stream,South Korea,Jeollabuk-do,Changsu,35.5148,127.7294,,경상남도 함양군 함양읍 용평리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강댐,월1회
2018A15,Hamyangwicheon2,함양위천2,A,River or stream,South Korea,Jeollabuk-do,Changsu,35.514806,127.781806,,경상남도 함양군 유림면 웅평리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1989,낙동강,낙동강,남강댐,월1회
2018A20,Ramcheon1,람천1,A,River or stream,South Korea,Jeollabuk-do,Changsu,35.446222,127.608028,,전라북도 남원시 인월면 중군리,Nakdong River,NIER Water Environment Information System,전북지방환경청,운영중,2002,낙동강,낙동강,남강댐,월1회
2018A25,Ramcheon2,람천2,A,River or stream,South Korea,Jeollabuk-do,Nangen,35.417639,127.637722,,전라북도 남원시 운봉읍,Nakdong River,NIER Water Environment Information System,전북지방환경청,운영중,2002,낙동강,낙동강,남강댐,월1회
2018A29,Imcheon,임천,A,River or stream,South Korea,Jeollabuk-do,Changsu,35.464444,127.79275,,경상남도 함양군 유림면 화촌리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2011,낙동강,낙동강,남강댐,주1회
2018A35,Gyeonghogang1,경호강1,A,River or stream,South Korea,Jeollabuk-do,Changsu,35.489833,127.829806,,경상남도 산청군 생초면 어서리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,1992,낙동강,낙동강,남강댐,주1회
2018A36,Sindeungcheon,신등천,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.419317,128.029008,,경상남도 합천군 가회면 함방리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2011,낙동강,낙동강,남강댐,주1회
2018A38,Yangcheon-1,양천1,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.373731,128.102678,,경상남도 합천군 삼가면 외토리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2011,낙동강,낙동강,남강댐,주1회
2018A40,Yangcheon,양천2,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.296056,127.981583,,경상남도 산청군 신안면 하정리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1990,낙동강,낙동강,남강댐,월1회
2018A45,Gyeonghogang2,경호강2,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.282333,127.961222,,경상남도 산청군 단성면 묵곡리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,1990,낙동강,낙동강,남강댐,주1회
2018A50,Deokcheongang1,덕천강1,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.276867,127.836086,,경상남도 산청군 시천면 원리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1989,낙동강,낙동강,남강댐,월1회
2018A55,Deokcheongang2,덕천강2,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.263556,127.895694,,경상남도 산청군 단성면 자양리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강댐,월1회
2018A60,Deokcheongang3,덕천강3,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.246025,127.891647,,경상남도 하동군 옥종면 두양리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2011,낙동강,낙동강,남강댐,주1회
2018B10,Namgangdam3,남강댐3(진양호),B,Lake or reservoir,South Korea,Gyeongsangnam-do,Chinju,35.206694,127.977333,,경상남도 진주시 대평면 하촌리,Nakdong River,NIER Water Environment Information System,한국수자원공사,운영중,1992,낙동강,낙동강,남강댐,월1회
2018B20,Namgangdam2,남강댐2(진양호),B,Lake or reservoir,South Korea,Gyeongsangnam-do,Chinju,35.154889,127.987528,,경상남도 사천시 곤명면 연평리,Nakdong River,NIER Water Environment Information System,한국수자원공사,운영중,1992,낙동강,낙동강,남강댐,월1회
2018B30,Namgangdam1,남강댐1(진양호),B,Lake or reservoir,South Korea,Gyeongsangnam-do,Chinju,35.168,128.031639,,경상남도 진주시 판문동,Nakdong River,NIER Water Environment Information System,한국수자원공사,운영중,1992,낙동강,낙동강,남강댐,월1회
2018D05,Juchonjeosuji,주촌저수지,D,Agricultural water,South Korea,Jeollabuk-do,Nangen,35.404619,127.513086,,전라북도 남원시 운봉읍 주촌리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,낙동강,낙동강,남강댐,분기1회
2018D10,Buldangjeosuji,불당저수지,D,Agricultural water,South Korea,Jeollabuk-do,Nangen,35.473369,127.519608,,전라북도 남원시 운봉읍 임리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강댐,분기1회
2018D15,Okgyejeosuji,옥계저수지,D,Agricultural water,South Korea,Jeollabuk-do,Nangen,35.453756,127.578128,,전라북도 남원시 운봉읍 화수리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,낙동강,낙동강,남강댐,분기1회
2018D20,Cheonggyejeosuji,청계저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.503961,127.591164,,전라북도 남원시 아영면 청계리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강댐,분기1회
2018D25,Ildaejeosuji,일대저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.525436,127.597575,,전라북도 남원시 아영면 일대리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강댐,분기1회
2018D30,Yugokjeosuji,유곡저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.496078,127.63095,,전라북도 남원시 인월면 유곡리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,낙동강,낙동강,남강댐,분기1회
2018D35,Seosangjeosuji,서상저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.712014,127.683081,,경상남도 함양군 서상면 상남리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강댐,분기1회
2018D40,Seohajeosuji,서하저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.613728,127.674542,,경상남도 함양군 서하면 운곡리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강댐,분기1회
2018D45,Juksanjeosuji,죽산저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.565769,127.839514,,경상남도 함양군 수동면 죽산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강댐,분기1회
2018D50,Okgyejeosuji,옥계저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.556239,127.680044,,경상남도 함양군 병곡면 원산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,낙동강,낙동강,남강댐,분기1회
2018D55,Wolpyeongjeosuji,월평저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.471583,127.714936,,경상남도 함양군 휴천면 월평리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강댐,분기1회
2018D60,Hyangyangjeosuji,향양저수지,D,Agricultural water,South Korea,Jeollabuk-do,Changsu,35.548853,127.856181,,경상남도 산청군 생초면 향양리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강댐,분기1회
2018D65,Dorijeosuji,도리저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.326219,128.037408,,경상남도 산청군 생비량면 도리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강댐,분기1회
2018D70,Yulhyeonjeosuji,율현저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.419531,127.974114,,경상남도 산청군 신등면 율현리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강댐,분기1회
2018D75,Sonhangjeosuji,손항저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.434586,127.983653,,경상남도 산청군 신등면 장천리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,낙동강,낙동강,남강댐,분기1회
2018D80,Okjongjeosuji,옥종저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.201464,127.825703,,경상남도 하동군 옥종면 궁항리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강댐,분기1회
2018D85,Jungchonjeosuji,중촌저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.435667,128.175564,,경상남도 합천군 쌍백면 평지리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강댐,분기1회
2018D90,Gahoejeosuji,가회저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.465333,128.007022,,경상남도 합천군 가회면 둔내리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,낙동강,낙동강,남강댐,분기1회
2018D95,Samgajeosuji,삼가저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.386014,128.172028,,경상남도 의령군 대의면 행정리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,낙동강,낙동강,남강댐,분기1회
2019A05,Namgang,남강1,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.160994,128.037597,,경상남도 진주시 내동면,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2008,낙동강,낙동강,남강,주1회
2019A10,Namgang1,남강2,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.179153,128.09955,,경상남도 진주시 칠암동,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강,월1회
2019A15,Yeongcheongang-1,영천강1,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.114853,128.184556,,경상남도 진주시 금곡면 동례리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2011,낙동강,낙동강,남강,주1회
2019A20,Yeongcheongang,영천강2,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.1632,128.1559,,경상남도 진주시 문산읍 삼곡리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1990,낙동강,낙동강,남강,월1회
2019A30,Namgang2,남강3,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.212633,128.127572,,경상남도 진주시 초전동,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1990,낙동강,낙동강,남강,월1회
2019A35,Namgang2A,남강4,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.256161,128.272233,,경상남도 진주시 지수면 청담리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2008,낙동강,낙동강,남강,주1회
2019A40,Namgang3,남강5,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.313222,128.295722,,경상남도 의령군 의령읍 정암리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1990,낙동강,낙동강,남강,월1회
2019A50,Uiryeongcheon,의령천,A,River or stream,South Korea,Gyeongsangnam-do,Chinju,35.315861,128.283878,,경상남도 의령군 의령읍 정암리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강,월1회
2019A60,Hamancheon1,함안천1,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.25525,128.4255,,경상남도 함안군 함안면 대산리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강,월1회
2019A70,Hamancheon2,함안천2,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.330806,128.400806,,경상남도 함안군 법수면,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강,월1회
2019A75,Namgang4,남강6,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.361833,128.4155,,경상남도 의령군 지정면 마산리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,남강,월1회
2019A80,Namgang4-1,남강7,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.3898,128.430306,,경상남도 함안군 대산면 장암리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2007,낙동강,낙동강,남강,주1회
2019D03,Galcheonjeosuji,갈천저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.032889,128.25135,,경상남도 고성군 대가면 갈천리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,낙동강,낙동강,남강,분기1회
2019D06,Seondongjeosuji,선동저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.118892,128.322658,,경상남도 고성군 개천면 나선리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D09,Jwaryeonjeosuji,좌련저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.068925,128.282244,,경상남도 고성군 개천면 좌연리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,낙동강,낙동강,남강,분기1회
2019D12,Gacheonjeosuji,가천저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.124006,128.279519,,경상남도 고성군 개천면 가천리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1998,낙동강,낙동강,남강,분기1회
2019D15,Namseongjeosuji,남성저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.273669,128.048294,,경상남도 진주시 명석면 남성리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1999,낙동강,낙동강,남강,분기1회
2019D18,Solgijeosuji,솔기저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.293061,128.028269,,경상남도 진주시 명석면 신기리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2004,낙동강,낙동강,남강,분기1회
2019D21,Jinaejeosuji,지내저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.237731,128.012678,,경상남도 진주시 명석면 용산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D24,Eungseokjeosuji,응석저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.290072,128.060822,,경상남도 진주시 집현면 정평리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강,분기1회
2019D27,Geumhojeosuji,금호저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.208147,128.152753,,경상남도 진주시 금산면 용아리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강,분기1회
2019D30,Eookjeosuji,어옥저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.3145,128.134011,,경상남도 진주시 미천면 어옥리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D33,Obangjeosuji,오방저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.301536,128.120289,,경상남도 진주시 미천면 오방리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D36,Donghyangjeosuji,동향저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.300803,128.095044,,경상남도 진주시 미천면 향양리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D39,Indamjeosuji,인담저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.106078,128.168786,,경상남도 진주시 금곡면 인담리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D42,Baegamjeosuji,백암저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.136047,128.256011,,경상남도 진주시 진성면 대사리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D45,Woljeongjeosuji,월정저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.197219,128.205358,,경상남도 진주시 진성면 동산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D48,Jangpyeongjeosuji,장평저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Naeso,35.183522,128.350278,,경상남도 진주시 이반성면 장안리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D51,Balsanjeosuji,발산저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.141042,128.348633,,경상남도 진주시 이반성면 발산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D54,Pyeongchonjeosuji,평촌저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Naeso,35.186169,128.325928,,경상남도 진주시 이반성면 평촌리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D57,Dapcheonjeosuji,답천저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.153864,128.290436,,경상남도 진주시 일반성면 답천리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D60,Gasanjeosuji,가산저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Goseong,35.160869,128.315408,,경상남도 진주시 이반성면 가산리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D63,Chilgokjeosuji,칠곡저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.349714,128.175892,,경상남도 의령군 칠곡면 산남리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2011,낙동강,낙동강,남강,분기1회
2019D66,Gasujeosuji,가수저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.312728,128.18865,,경상남도 의령군 화정면 가수리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D69,Seokcheonjeosuji,석천저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.302078,128.215639,,경상남도 의령군 화정면 석천리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D72,Deogamjeosuji,덕암저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.370125,128.262067,,경상남도 의령군 용덕면 이목리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2016,낙동강,낙동강,남강,분기1회
2019D75,Seoamjeosuji,서암저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Chinju,35.362947,128.242894,,경상남도 의령군 가례면 괴진리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1995,낙동강,낙동강,남강,분기1회
2019D78,Myeonggwanjeosuji,명관저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Naeso,35.234925,128.336606,,경상남도 함안군 군북면 명관리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강,분기1회
2019D81,Bongseongjeosuji,봉성저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Naeso,35.210314,128.429994,,경상남도 함안군 함안면 강명리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,1997,낙동강,낙동강,남강,분기1회
2019D84,Ipgokjeosuji,입곡저수지,D,Agricultural water,South Korea,Gyeongsangnam-do,Naeso,35.268189,128.444472,,경상남도 함안군 산인면 입곡리,Nakdong River,NIER Water Environment Information System,한국농어촌공사,운영중,2000,낙동강,낙동강,남강,분기1회
2020A10,Namji,남지,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.380861,128.473639,,경상남도 함안군 칠서면 계내리,Nakdong River,NIER Water Environment Information System,낙동강유역환경청,운영중,1989,낙동강,낙동강,낙동밀양,주1회
2020A15,Gyeseongcheon,계성천,A,River or stream,South Korea,Gyeongsangnam-do,Changnyeong,35.403931,128.482567,,경상남도 창녕군 남지읍 남지리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,1992,낙동강,낙동강,낙동밀양,주1회
2020A20,Gwangnyeocheon1,광려천1,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.263528,128.520417,,경상남도 창원시 마산회원구 내서읍 호계리,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,낙동밀양,월1회
2020A25,Gwangnyeocheon2,광려천3,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.3237,128.5065,,경상남도 함안군 칠서면,Nakdong River,NIER Water Environment Information System,경상남도 보건환경연구원,운영중,1992,낙동강,낙동강,낙동밀양,월1회
2020A30,Gwangnyeocheon3,광려천4,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.381389,128.522389,,경상남도 함안군 칠서면 이룡리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,1992,낙동강,낙동강,낙동밀양,주1회
2020A32,Haman,함안,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.380611,128.548778,,경상남도 함안군 칠북면 이령리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2012,낙동강,낙동강,낙동밀양,주1회
2020A35,Imhaejin,임해진,A,River or stream,South Korea,Gyeongsangnam-do,Naeso,35.391994,128.601894,,경상남도 창녕군 부곡면 청암리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,1992,낙동강,낙동강,낙동밀양,주1회
2020A37,Buk-myeon,북면,A,River or stream,South Korea,Gyeongsangnam-do,Changwon,35.373917,128.643111,,경상남도 창원시 의창구 동읍 본포리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2008,낙동강,낙동강,낙동밀양,주1회
2020A39,Seongdeok,청도천1,A,River or stream,South Korea,Gyeongsangnam-do,Miryang,35.442444,128.650194,,경상남도 밀양시 무안면 성덕리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2011,낙동강,낙동강,낙동밀양,주1회
2020A40,Cheongdocheon,청도천2,A,River or stream,South Korea,Gyeongsangnam-do,Miryang,35.410778,128.646417,,경상남도 창녕군 부곡면 비봉리,Nakdong River,NIER Water Environment Information System,낙동강물환경센터,운영중,2000,낙동강,낙동강,낙동밀양,주1회
2020A45,Hanam,하남,A,River or stream,South Korea,Gyeongsangnam-do,Miryang,35.371639,128.703972,,경상남도 밀양시 하남읍 수산리,Nakdong River,NIER Water Environment Information System,낙동강유역환경청,운영중,1995,낙동강,낙동강,낙동밀양,주1회
